Gender,Age,Region,Parental_Education,Family_Income,Distance_from_School,Internet_Access,Absences,Failures,Study_Time_Category,G1,G2,G3,Family_Support,School_Support,Activities,Dropout_Risk
Female,18,Urban,Secondary,45904,5.1,Yes,2,0,2,3,4,4,No,Yes,Yes,Low
Male,17,Rural,None,44086,5.9,Yes,5,3,4,11,9,1,Yes,No,Yes,High
Female,17,Urban,None,52620,0.5,Yes,6,0,2,11,2,1,Yes,Yes,No,Low
Male,19,Urban,None,46843,8.0,Yes,6,0,1,1,1,17,Yes,No,No,Low
Female,15,Urban,Secondary,39427,3.9,Yes,0,0,3,5,1,13,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,12845,8.5,Yes,5,3,2,19,4,2,Yes,No,No,High
Male,16,Rural,None,12850,0.5,No,7,0,3,14,3,20,Yes,Yes,No,Low
Female,19,Rural,Secondary,26277,6.7,Yes,5,0,4,14,1,17,Yes,No,No,Low
Male,18,Rural,Primary,30701,6.7,Yes,4,0,2,15,20,9,No,No,Yes,Low
Male,19,Urban,Secondary,50970,0.5,No,6,1,3,2,8,5,Yes,Yes,No,Medium
Female,16,Rural,Higher,5000,3.1,Yes,3,0,3,0,8,1,No,Yes,Yes,Medium
Female,19,Rural,Secondary,14501,1.8,No,2,2,3,20,8,19,No,No,No,Medium
Male,19,Urban,Higher,27086,7.6,No,3,0,1,11,3,10,Yes,Yes,Yes,Low
Male,16,Urban,Higher,15047,5.9,Yes,3,0,2,14,7,17,Yes,No,Yes,Low
Female,15,Rural,Secondary,18028,9.8,Yes,9,1,1,18,17,13,Yes,No,No,Medium
Male,18,Rural,Secondary,22512,5.6,No,6,1,3,5,8,19,No,Yes,Yes,Low
Male,16,Rural,Higher,15812,7.2,Yes,4,0,2,18,2,12,No,Yes,No,Low
Male,17,Urban,Primary,18413,8.5,Yes,4,0,2,16,5,6,Yes,No,No,Low
Female,15,Rural,Primary,50448,6.7,No,6,3,2,8,18,20,Yes,No,No,High
Female,17,Urban,Higher,39214,3.8,No,5,0,2,20,4,19,Yes,No,Yes,Low
Male,15,Urban,Secondary,41459,3.3,No,4,0,2,12,16,9,No,Yes,Yes,Low
Male,18,Urban,Primary,29488,4.8,Yes,6,0,2,14,18,18,Yes,No,Yes,
Male,18,Urban,Secondary,45166,7.4,Yes,4,0,3,15,2,12,No,Yes,Yes,Low
Female,19,Urban,Secondary,42716,2.7,Yes,8,1,3,12,7,1,Yes,No,No,Medium
Male,17,Urban,Secondary,38978,7.0,Yes,4,0,2,1,8,19,Yes,Yes,Yes,
Male,15,Rural,Secondary,20187,6.0,Yes,0,0,3,1,7,11,No,Yes,Yes,Low
Female,18,Rural,Secondary,23369,1.2,Yes,3,0,2,10,13,7,No,Yes,Yes,Low
Male,16,Urban,Secondary,45871,6.8,Yes,6,2,3,15,9,17,Yes,Yes,Yes,Medium
Female,18,Rural,Secondary,22248,5.4,Yes,6,2,2,16,16,1,Yes,No,No,High
Male,16,Urban,Secondary,10672,3.3,Yes,5,1,4,2,2,15,Yes,Yes,No,Low
Male,15,Urban,Secondary,21959,5.4,Yes,7,0,2,0,2,7,Yes,Yes,No,Low
Male,18,Rural,Secondary,53391,3.5,No,4,0,2,17,2,15,Yes,Yes,Yes,Low
Female,18,Urban,Primary,21974,5.7,Yes,5,2,3,13,3,7,Yes,Yes,No,Medium
Female,15,Urban,Secondary,34914,4.5,No,4,1,2,8,16,12,Yes,Yes,No,Low
Female,18,Urban,Higher,20764,0.5,No,6,1,3,8,13,5,Yes,Yes,No,Medium
Male,16,Urban,Primary,41451,4.6,Yes,11,0,2,11,1,0,Yes,Yes,No,Medium
Female,18,Rural,Primary,38051,3.7,Yes,5,0,2,2,11,1,Yes,Yes,Yes,Medium
Male,17,Urban,Secondary,7632,6.9,Yes,4,1,3,1,4,6,No,Yes,Yes,Medium
Male,19,Urban,Higher,34020,7.6,No,3,0,2,0,1,12,Yes,Yes,No,Low
Female,16,Urban,Primary,5000,3.5,Yes,6,0,1,8,11,3,Yes,No,No,Low
Male,17,Rural,Primary,21688,2.6,No,2,0,3,12,8,8,Yes,No,Yes,Low
Male,15,Urban,None,29828,0.5,No,5,0,4,20,8,18,Yes,No,Yes,Low
Male,16,Rural,Secondary,57702,2.6,No,3,1,3,15,19,19,Yes,No,No,Low
Male,19,Urban,Primary,34768,4.0,Yes,5,0,3,18,0,2,Yes,No,No,Low
Male,19,Urban,Primary,18493,1.0,No,8,1,4,9,6,1,Yes,Yes,No,High
Female,15,Urban,Secondary,25241,7.7,No,4,0,3,4,17,15,No,Yes,No,Low
Male,15,Urban,Higher,43862,5.8,Yes,7,2,4,13,9,9,No,No,Yes,Medium
Female,16,Urban,Secondary,18697,4.6,Yes,8,0,2,14,14,11,Yes,No,Yes,Low
Female,18,Urban,Primary,46454,4.9,Yes,11,1,3,2,8,17,No,Yes,No,Low
Male,15,Rural,Secondary,22154,5.9,Yes,4,0,1,8,10,1,No,Yes,No,Medium
Male,18,Urban,Higher,16270,6.9,No,3,0,3,0,0,13,No,No,Yes,Low
Male,17,Rural,Secondary,22634,7.4,Yes,9,0,3,0,10,11,Yes,No,Yes,Low
Female,19,Urban,Higher,5755,4.1,No,6,2,2,18,0,19,Yes,Yes,No,Medium
Male,18,Urban,Higher,5000,4.6,No,4,0,3,5,4,7,Yes,No,Yes,Low
Female,19,Urban,None,28761,5.5,Yes,6,0,3,10,17,6,Yes,No,No,Low
Male,18,Rural,Secondary,28990,4.5,Yes,6,0,3,17,0,12,Yes,Yes,No,Low
Female,17,Urban,Primary,33846,7.6,Yes,2,0,1,13,9,14,Yes,No,No,Low
Male,15,Urban,Secondary,28687,8.7,No,10,2,3,15,12,13,Yes,No,No,Medium
Male,17,Urban,Primary,64938,6.0,Yes,5,0,2,0,7,4,No,Yes,Yes,Low
Female,15,Urban,Primary,32526,2.3,Yes,5,0,3,9,12,7,Yes,No,No,Low
Female,15,Urban,Higher,9353,6.5,Yes,3,0,2,9,19,17,Yes,Yes,Yes,Low
Male,19,Urban,Primary,13201,6.2,No,5,0,1,12,1,4,Yes,No,No,Medium
Female,17,Urban,Higher,30004,2.0,No,6,0,2,0,20,8,Yes,No,No,Low
Female,18,Urban,None,23468,6.1,Yes,7,0,2,2,11,9,Yes,Yes,Yes,Low
Female,17,Rural,None,11572,3.4,Yes,4,0,3,13,12,16,Yes,Yes,Yes,Low
Female,19,Urban,Higher,29117,7.2,No,1,0,1,20,7,2,Yes,No,Yes,Low
Male,15,Urban,Secondary,29336,6.5,Yes,6,1,3,15,14,0,No,No,No,Medium
Male,19,Urban,Secondary,53935,5.7,Yes,10,0,4,19,6,6,Yes,Yes,Yes,Low
Male,16,Rural,Primary,16258,5.1,Yes,4,0,3,5,6,14,Yes,No,No,Low
Female,16,Urban,Secondary,23734,0.5,Yes,4,0,2,0,16,18,No,Yes,No,
Female,18,Urban,Secondary,53889,1.4,Yes,9,0,2,19,18,7,No,Yes,No,Low
Male,19,Urban,Secondary,34928,4.6,Yes,6,0,1,4,2,10,Yes,No,No,Low
Male,18,Urban,Secondary,16170,9.6,Yes,5,0,2,7,6,1,Yes,No,Yes,Medium
Female,18,Urban,Higher,19279,6.7,Yes,11,2,3,11,11,19,Yes,No,No,Medium
Female,16,Rural,Secondary,11787,10.4,Yes,5,2,1,0,13,1,No,Yes,Yes,High
Female,18,Rural,Higher,31159,5.2,Yes,6,1,4,12,1,10,Yes,Yes,Yes,Medium
Male,16,Rural,Secondary,45467,4.9,Yes,6,0,1,8,6,19,Yes,No,Yes,Low
Male,15,Urban,Secondary,54463,9.3,Yes,2,0,1,19,15,16,Yes,Yes,No,
Male,19,Urban,None,7705,4.5,No,7,3,1,7,8,9,Yes,Yes,Yes,High
Female,18,Urban,Primary,43036,2.0,Yes,3,0,3,12,0,4,Yes,No,No,Low
Male,16,Urban,Higher,32464,6.0,No,1,0,2,1,11,2,Yes,No,Yes,Low
Female,17,Urban,Primary,26071,8.4,Yes,5,0,1,14,1,8,Yes,Yes,No,Low
Male,18,Rural,Primary,23739,2.5,Yes,4,0,3,13,17,19,Yes,Yes,No,Low
Female,15,Urban,Primary,5000,6.8,Yes,7,0,4,18,13,1,Yes,No,No,Medium
Female,15,Urban,Primary,39569,4.7,Yes,4,2,2,8,11,18,No,No,No,Low
Female,17,Urban,Higher,10217,6.4,No,4,0,1,18,17,16,Yes,Yes,No,Low
Male,16,Urban,Higher,18777,5.9,Yes,4,0,1,13,4,11,No,Yes,Yes,Low
Male,18,Urban,Secondary,36269,3.8,Yes,2,0,3,7,6,19,Yes,Yes,Yes,
Male,16,Rural,None,5000,4.7,No,6,0,3,4,3,8,Yes,No,No,Medium
Female,15,Urban,Secondary,10188,3.9,Yes,4,0,4,6,12,3,Yes,Yes,Yes,Low
Female,16,Rural,Secondary,48279,5.4,Yes,7,0,2,3,15,17,No,No,Yes,Low
Female,15,Rural,Higher,31830,2.5,Yes,4,0,1,7,15,15,Yes,Yes,Yes,Low
Female,16,Rural,Secondary,20066,3.2,Yes,5,0,2,3,18,20,Yes,Yes,No,Low
Female,17,Urban,Primary,31889,3.8,Yes,6,0,3,20,3,9,Yes,No,Yes,Low
Male,19,Urban,Secondary,40042,6.2,Yes,6,0,2,0,19,11,Yes,Yes,Yes,Low
Female,17,Urban,Higher,46871,0.8,Yes,6,0,4,7,19,10,Yes,No,Yes,Low
Male,17,Rural,Secondary,13313,4.7,Yes,6,0,2,6,0,4,No,Yes,No,Medium
Male,19,Urban,Secondary,14627,2.9,No,4,0,2,10,12,19,Yes,Yes,No,Low
Female,19,Rural,Primary,39125,3.8,No,4,0,2,20,19,10,Yes,Yes,No,Low
Male,18,Urban,Secondary,39606,3.0,No,9,0,1,15,19,15,No,Yes,Yes,Low
Male,18,Urban,Secondary,9840,5.6,No,4,0,3,16,8,14,Yes,Yes,No,Low
Female,17,Urban,Primary,15190,4.5,No,9,0,2,4,9,5,Yes,No,Yes,Medium
Male,17,Urban,Secondary,27093,7.1,No,4,1,1,6,5,12,Yes,Yes,No,Low
Female,15,Urban,Primary,30353,6.2,Yes,5,0,2,9,6,15,Yes,No,No,Low
Male,15,Rural,Primary,30778,0.5,Yes,4,0,3,12,15,2,Yes,Yes,No,Low
Male,18,Rural,None,9610,2.1,Yes,6,2,3,19,16,17,Yes,Yes,No,Medium
Male,18,Rural,Primary,30627,4.5,Yes,5,0,2,14,0,0,Yes,Yes,No,Medium
Male,15,Rural,Secondary,19239,4.9,No,3,0,3,5,8,16,Yes,No,No,Low
Female,15,Rural,None,12505,2.4,Yes,7,0,2,1,13,19,No,Yes,Yes,Low
Male,16,Urban,Primary,29835,8.9,Yes,7,0,3,3,14,5,Yes,Yes,Yes,Low
Female,16,Rural,Higher,28305,7.6,Yes,4,0,3,20,3,8,Yes,Yes,No,Low
Male,15,Urban,Secondary,42025,0.5,Yes,6,1,1,13,7,3,Yes,Yes,No,Medium
Female,16,Urban,Secondary,17085,6.0,Yes,2,0,3,14,14,6,Yes,Yes,Yes,Low
Female,19,Rural,Secondary,33527,4.9,Yes,3,0,2,13,3,10,Yes,Yes,No,Low
Female,18,Urban,Secondary,6469,8.7,Yes,7,0,1,3,18,2,Yes,Yes,Yes,Medium
Male,18,Urban,Primary,25877,0.5,Yes,6,0,2,5,2,15,No,Yes,Yes,Low
Male,15,Urban,Higher,36955,11.2,Yes,5,0,2,6,7,5,No,No,Yes,Low
Male,17,Urban,Primary,38220,2.5,Yes,4,0,3,12,1,6,Yes,No,No,Low
Female,15,Rural,Secondary,38322,6.1,No,3,0,1,16,7,11,No,No,No,Low
Male,16,Urban,Primary,42065,3.2,Yes,7,0,3,16,7,6,No,Yes,No,Low
Female,17,Urban,Secondary,23313,3.9,Yes,4,0,1,3,16,18,Yes,Yes,No,
Female,16,Urban,Secondary,37435,0.5,No,7,0,2,18,15,15,Yes,No,No,Low
Male,19,Urban,Secondary,58031,8.6,Yes,6,1,2,19,15,17,No,Yes,No,Low
Female,16,Rural,Primary,22993,4.2,Yes,4,0,2,12,15,9,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,50702,4.4,Yes,7,0,4,8,6,0,No,No,No,Low
Male,19,Urban,Higher,43147,11.9,No,3,1,2,1,14,7,Yes,No,Yes,Medium
Female,16,Rural,Higher,26005,7.9,Yes,6,2,2,19,16,2,Yes,No,No,High
Female,16,Rural,None,27256,3.0,Yes,4,1,4,17,2,15,Yes,No,No,Low
Female,19,Rural,Primary,31776,3.2,No,5,0,2,19,0,2,No,No,No,Medium
Male,17,Rural,Higher,42302,5.8,Yes,4,3,2,16,7,1,Yes,No,Yes,High
Male,19,Urban,Secondary,36039,7.3,No,3,0,2,6,6,11,Yes,Yes,Yes,Low
Female,18,Urban,Secondary,22875,10.3,Yes,5,0,4,16,17,7,Yes,No,Yes,Low
Female,19,Urban,Higher,5000,0.5,Yes,5,3,3,9,4,18,Yes,No,Yes,Medium
Female,17,Rural,Higher,40082,7.2,No,5,1,3,13,14,17,Yes,Yes,No,Medium
Male,18,Urban,Secondary,5000,7.7,Yes,4,0,3,11,6,19,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,9510,2.6,No,3,1,3,11,9,14,Yes,Yes,No,Medium
Male,15,Urban,Primary,23962,3.9,No,4,0,3,16,15,16,Yes,No,Yes,Low
Male,17,Urban,Secondary,11788,0.5,Yes,8,0,1,18,1,17,Yes,Yes,No,Low
Female,19,Urban,Primary,34762,3.5,No,7,0,1,13,17,17,Yes,Yes,No,Low
Male,16,Rural,Primary,25557,5.7,Yes,3,3,2,16,14,8,Yes,Yes,Yes,High
Female,17,Urban,Primary,41778,9.8,No,4,0,3,14,18,4,Yes,No,Yes,Low
Male,18,Rural,Primary,5884,10.1,Yes,3,1,3,20,19,10,Yes,No,No,Medium
Male,18,Rural,Secondary,20071,1.9,Yes,6,0,2,5,13,3,Yes,Yes,No,Low
Female,15,Urban,Secondary,30062,9.4,Yes,4,1,1,18,1,9,Yes,Yes,Yes,Low
Female,18,Urban,Secondary,30640,0.5,Yes,6,0,2,19,17,3,Yes,Yes,Yes,Low
Female,17,Urban,Primary,40410,3.2,Yes,2,0,3,5,8,2,Yes,Yes,No,Low
Female,18,Urban,Higher,16281,4.1,No,5,1,2,5,0,15,Yes,Yes,Yes,Medium
Female,17,Rural,None,22979,5.8,No,7,0,3,3,15,20,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,37610,5.3,Yes,5,0,1,0,11,10,Yes,Yes,No,Low
Female,15,Urban,Higher,5000,6.1,Yes,3,0,3,18,11,8,Yes,Yes,No,Low
Male,18,Urban,Secondary,35774,4.5,No,5,0,3,10,18,0,Yes,Yes,Yes,Medium
Female,17,Rural,Secondary,41459,7.9,Yes,6,0,3,6,9,9,Yes,No,No,Low
Male,19,Rural,Higher,9995,7.1,Yes,3,0,2,1,19,11,Yes,Yes,No,Low
Female,15,Rural,Primary,25274,4.1,Yes,1,0,3,3,4,1,Yes,Yes,No,Low
Female,16,Rural,Secondary,52389,7.5,Yes,5,1,2,5,2,14,Yes,Yes,Yes,Low
Male,17,Urban,Secondary,39897,11.2,Yes,3,2,4,4,8,19,Yes,Yes,Yes,Low
Female,16,Rural,Primary,36704,3.0,No,4,1,2,20,20,15,Yes,Yes,Yes,Medium
Female,16,Urban,Higher,44864,10.0,Yes,4,0,2,8,14,1,Yes,Yes,Yes,Low
Male,18,Rural,Higher,57068,3.2,Yes,7,1,3,10,13,12,Yes,No,No,Medium
Female,18,Rural,Secondary,30278,9.2,No,4,0,2,17,10,17,Yes,Yes,No,Low
Female,17,Urban,Primary,23892,3.4,Yes,1,1,3,19,12,18,No,Yes,No,Low
Male,19,Rural,None,44828,7.3,Yes,4,0,1,16,6,10,Yes,No,No,Low
Female,17,Rural,Secondary,27188,5.5,Yes,3,0,2,12,1,13,Yes,Yes,No,Low
Male,19,Urban,None,16079,0.5,Yes,6,0,4,16,2,2,Yes,No,No,Medium
Female,16,Rural,Secondary,21899,10.7,Yes,2,0,4,9,19,8,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,34684,2.3,Yes,6,2,2,17,7,4,Yes,Yes,No,Medium
Female,17,Urban,Secondary,23256,1.2,Yes,8,1,1,16,0,13,Yes,Yes,No,Low
Male,17,Urban,Secondary,24375,3.1,Yes,6,0,2,11,20,6,No,Yes,Yes,Low
Female,19,Urban,Secondary,14590,12.6,Yes,10,1,2,14,3,11,No,No,Yes,Medium
Female,16,Rural,Primary,51530,1.2,No,6,0,2,18,12,20,Yes,Yes,Yes,Low
Male,16,Rural,Primary,24860,5.5,Yes,5,0,2,14,13,17,No,Yes,No,Low
Female,19,Rural,Secondary,19327,1.6,Yes,5,0,3,12,8,10,Yes,No,Yes,Low
Male,16,Urban,Secondary,20923,2.1,No,2,0,1,6,2,8,Yes,Yes,No,Low
Female,18,Rural,Secondary,42037,0.5,Yes,3,0,3,10,13,10,Yes,No,Yes,Low
Male,15,Urban,Secondary,38597,5.9,Yes,2,0,3,7,3,17,Yes,Yes,Yes,
Male,17,Rural,Higher,22472,4.5,Yes,5,0,3,19,16,1,Yes,No,No,Medium
Male,15,Urban,Primary,30484,1.6,No,1,0,2,15,14,19,Yes,No,No,Low
Female,17,Urban,None,34150,7.6,Yes,5,1,3,10,11,12,No,Yes,Yes,Low
Male,18,Rural,Primary,19438,7.9,Yes,4,0,3,4,13,14,Yes,Yes,No,Low
Female,16,Urban,Secondary,6890,6.2,Yes,3,0,3,6,18,7,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,37725,8.5,Yes,5,0,1,15,9,4,Yes,Yes,No,Low
Male,18,Urban,Higher,20268,4.0,No,1,0,1,15,4,4,Yes,Yes,No,Low
Female,15,Urban,Secondary,36605,6.0,Yes,10,3,3,19,16,6,Yes,No,Yes,High
Female,19,Urban,Higher,34815,4.0,Yes,1,0,2,16,16,11,Yes,Yes,No,Low
Male,16,Urban,Higher,30836,0.5,No,13,1,4,18,2,19,Yes,Yes,Yes,Low
Female,18,Urban,None,23608,5.7,Yes,4,0,2,14,15,11,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,20491,5.5,Yes,3,1,1,14,8,8,Yes,Yes,Yes,Low
Female,18,Rural,Secondary,12923,4.9,Yes,8,3,2,19,16,3,No,Yes,Yes,High
Male,18,Urban,Primary,20778,6.1,No,5,0,2,20,19,7,Yes,Yes,No,Low
Male,16,Rural,Secondary,38532,9.2,No,5,0,2,14,11,18,Yes,Yes,No,Low
Female,17,Rural,Secondary,50967,4.4,No,1,0,3,2,1,0,Yes,Yes,No,Medium
Male,19,Urban,Primary,48766,2.1,Yes,1,3,3,11,19,10,Yes,No,Yes,High
Female,16,Rural,Secondary,32181,4.3,Yes,7,0,1,5,15,12,Yes,No,No,Low
Female,18,Rural,Secondary,50959,4.6,Yes,5,0,3,19,20,17,Yes,Yes,Yes,Low
Female,16,Rural,None,25397,8.0,No,6,0,2,4,5,20,Yes,No,No,Low
Female,17,Urban,Secondary,10634,5.3,Yes,6,2,2,10,1,19,Yes,Yes,No,Medium
Female,19,Urban,Primary,58813,1.6,Yes,7,0,3,11,8,9,Yes,No,Yes,Low
Male,17,Rural,Secondary,37992,7.4,No,3,2,2,6,4,12,Yes,Yes,No,Medium
Female,15,Rural,Primary,6980,6.9,Yes,6,2,2,8,17,11,Yes,No,No,High
Male,19,Rural,Higher,53385,5.3,Yes,6,0,3,17,20,12,Yes,No,No,Low
Male,17,Urban,Secondary,18848,7.8,No,1,0,3,13,17,1,No,No,No,Medium
Female,18,Rural,Primary,22111,8.3,Yes,6,0,2,3,9,2,Yes,No,No,Medium
Female,19,Rural,Secondary,45320,3.9,Yes,2,0,2,7,9,16,Yes,Yes,No,Low
Female,19,Urban,Secondary,50425,2.3,Yes,7,0,2,15,9,20,Yes,Yes,No,
Female,16,Urban,Secondary,14988,5.0,Yes,3,0,1,3,17,18,No,No,Yes,Low
Male,18,Urban,Secondary,52064,6.6,Yes,6,0,3,18,15,11,Yes,Yes,No,Low
Male,15,Rural,Secondary,43113,4.7,Yes,5,3,2,5,5,15,Yes,Yes,Yes,High
Female,17,Rural,Primary,18003,2.0,Yes,8,0,1,18,11,19,Yes,Yes,No,Low
Male,16,Rural,None,26311,5.5,No,3,1,2,14,3,19,Yes,No,No,Low
Male,17,Urban,Secondary,52742,0.5,Yes,2,0,1,11,19,9,Yes,Yes,No,Low
Male,15,Urban,Secondary,6591,4.0,Yes,5,0,3,11,15,14,Yes,No,No,Low
Male,15,Urban,Primary,50710,7.6,Yes,9,0,2,1,10,7,Yes,No,No,Low
Male,19,Urban,Higher,42696,7.7,No,3,0,2,8,0,18,No,Yes,Yes,Low
Male,15,Rural,Primary,37637,0.5,Yes,5,0,4,2,4,4,Yes,Yes,No,Low
Male,17,Rural,Secondary,31975,4.4,No,3,0,2,0,16,11,Yes,No,Yes,Low
Male,18,Rural,Primary,59552,6.8,No,3,0,2,13,10,9,No,No,No,Low
Female,18,Rural,None,61768,1.5,No,4,1,3,12,13,13,Yes,Yes,Yes,Medium
Male,19,Urban,Higher,20771,3.9,No,6,0,2,4,8,11,Yes,Yes,No,Low
Male,17,Urban,Primary,39183,8.6,Yes,2,2,4,6,9,12,Yes,Yes,Yes,Medium
Female,17,Rural,Secondary,58115,3.5,No,4,1,3,13,3,20,No,Yes,Yes,Low
Male,15,Rural,Primary,18224,9.8,No,3,0,4,15,1,20,Yes,Yes,Yes,Low
Female,17,Urban,Secondary,33647,2.8,No,1,0,2,17,5,16,Yes,No,Yes,Low
Female,16,Urban,Higher,45058,9.2,Yes,3,0,2,13,2,0,No,No,Yes,Low
Male,15,Urban,None,5000,5.1,Yes,4,0,3,0,12,9,Yes,No,No,Low
Male,16,Rural,Higher,42428,2.4,Yes,4,0,4,5,11,4,Yes,Yes,No,Low
Female,19,Urban,Secondary,13673,9.2,Yes,4,2,4,20,17,10,No,Yes,Yes,Medium
Female,18,Urban,Secondary,32884,1.4,No,9,0,3,9,5,9,Yes,Yes,No,Low
Male,19,Urban,Secondary,47165,2.6,No,11,1,3,5,9,5,Yes,No,No,Medium
Female,18,Urban,Higher,5000,6.5,Yes,4,0,1,1,5,14,No,Yes,Yes,Low
Male,19,Rural,None,41787,5.2,No,4,0,2,6,4,8,Yes,No,Yes,Low
Female,17,Urban,Primary,60574,5.8,Yes,2,1,1,16,14,7,Yes,No,No,Low
Male,16,Rural,Higher,22000,3.9,Yes,5,0,1,13,14,5,Yes,No,Yes,Low
Female,18,Rural,Secondary,38650,1.4,Yes,6,2,2,6,11,5,Yes,Yes,Yes,High
Female,15,Rural,None,50029,3.0,Yes,3,0,1,20,8,16,Yes,No,No,Low
Female,16,Urban,Secondary,6105,9.0,No,4,2,2,8,12,11,Yes,Yes,No,High
Female,15,Rural,Secondary,41360,1.0,Yes,2,1,4,18,15,6,Yes,No,Yes,Medium
Male,16,Urban,Secondary,45356,9.9,Yes,6,0,2,20,20,4,Yes,Yes,No,Low
Male,16,Rural,Primary,39579,5.9,Yes,8,2,1,10,1,15,Yes,Yes,No,Medium
Male,19,Rural,Secondary,31299,3.2,Yes,6,0,3,2,16,5,Yes,Yes,No,Low
Male,18,Urban,Primary,14993,0.5,No,6,0,3,3,8,7,No,Yes,Yes,Medium
Female,18,Urban,Secondary,50871,0.5,Yes,6,0,2,4,18,2,Yes,No,Yes,Low
Male,16,Urban,Higher,30517,3.9,Yes,5,0,2,3,5,7,Yes,Yes,No,Low
Male,17,Urban,Secondary,16441,3.6,No,2,0,2,12,3,6,Yes,No,Yes,Low
Female,17,Urban,Primary,25229,5.4,Yes,2,2,2,8,14,16,Yes,Yes,No,Low
Female,15,Urban,Primary,35525,10.2,No,1,0,1,13,17,18,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,6582,6.6,Yes,5,2,3,15,11,19,Yes,Yes,Yes,Medium
Female,19,Urban,Secondary,30268,4.6,Yes,3,2,3,5,11,13,Yes,Yes,No,Medium
Male,16,Urban,Primary,23746,8.7,No,6,1,3,9,19,5,Yes,No,Yes,Medium
Male,15,Urban,Secondary,50040,5.5,No,3,2,2,20,16,6,Yes,Yes,Yes,High
Female,15,Urban,Primary,5000,9.8,Yes,3,1,2,12,6,4,Yes,No,No,Medium
Female,16,Urban,Primary,44081,3.0,Yes,6,0,2,2,19,18,Yes,Yes,Yes,
Male,19,Urban,None,51256,1.6,No,8,0,2,10,4,20,Yes,Yes,No,Low
Female,15,Urban,None,5000,0.5,Yes,4,0,3,2,11,6,Yes,Yes,Yes,Low
Male,19,Rural,Primary,5000,4.7,Yes,5,0,4,6,16,8,Yes,No,Yes,Low
Male,18,Urban,Secondary,56788,1.3,Yes,4,0,1,9,1,11,Yes,No,Yes,Low
Female,19,Urban,Higher,16434,1.3,Yes,6,0,4,0,3,14,Yes,Yes,No,Low
Female,17,Urban,Secondary,76422,8.1,Yes,3,0,4,3,1,14,Yes,Yes,Yes,Low
Female,17,Rural,Primary,5000,0.5,No,5,3,1,7,13,20,Yes,No,Yes,High
Male,19,Rural,Primary,32550,5.3,Yes,3,0,1,19,13,15,Yes,No,No,Low
Female,17,Rural,Primary,29649,4.8,No,7,0,2,16,12,19,Yes,Yes,No,Low
Male,18,Rural,Primary,26877,5.3,Yes,4,0,2,4,16,14,Yes,No,No,Low
Male,16,Urban,Secondary,36944,9.2,Yes,6,0,1,16,16,4,Yes,Yes,Yes,Low
Female,17,Urban,Secondary,37809,2.5,Yes,6,0,2,8,17,11,Yes,Yes,No,Low
Female,17,Urban,Primary,27485,9.2,Yes,3,0,4,7,2,3,Yes,No,No,Low
Female,19,Rural,Primary,14787,0.5,Yes,4,3,1,6,20,2,No,No,No,High
Female,18,Rural,None,45716,7.0,Yes,11,0,2,4,15,0,Yes,No,No,Medium
Female,16,Rural,Primary,39420,9.4,No,7,0,3,3,18,12,Yes,Yes,No,Low
Female,19,Urban,Secondary,31718,0.5,Yes,3,0,3,2,5,4,No,Yes,No,Low
Male,19,Rural,Primary,38945,4.9,Yes,2,2,2,7,5,11,Yes,No,Yes,Medium
Male,18,Urban,Secondary,41534,4.6,No,4,0,1,4,17,1,Yes,No,No,Medium
Male,16,Urban,Secondary,18574,5.2,No,11,0,3,4,8,5,Yes,No,No,Medium
Male,18,Urban,Higher,38410,10.1,Yes,7,1,3,16,17,4,Yes,Yes,No,Medium
Female,16,Urban,Higher,21704,2.7,Yes,4,0,4,14,5,17,Yes,Yes,No,Low
Female,18,Urban,Secondary,42030,1.4,No,4,0,1,7,8,4,No,Yes,No,Low
Male,19,Rural,None,27114,5.2,No,6,0,3,6,17,17,Yes,Yes,No,Low
Male,19,Urban,Secondary,39175,8.4,Yes,8,0,2,16,15,15,No,Yes,Yes,Low
Female,15,Urban,Secondary,23493,6.7,Yes,4,0,4,11,12,16,Yes,Yes,No,Low
Male,17,Urban,None,39955,5.1,No,7,0,2,3,10,1,Yes,No,Yes,Medium
Female,18,Urban,Secondary,15318,4.3,No,9,1,2,19,7,16,Yes,No,No,Medium
Female,15,Rural,Higher,30542,0.5,No,5,0,1,17,16,9,Yes,No,No,Low
Female,17,Rural,Secondary,44709,6.8,Yes,6,0,2,3,8,2,Yes,No,No,Medium
Female,18,Rural,None,37008,7.1,Yes,2,3,2,9,5,13,Yes,Yes,Yes,High
Female,16,Rural,None,32880,2.9,Yes,4,2,1,2,0,18,Yes,No,Yes,Medium
Male,17,Rural,Secondary,57053,3.6,Yes,4,3,2,4,0,11,Yes,No,No,High
Female,19,Urban,Primary,45354,1.9,Yes,8,0,2,11,12,0,Yes,No,Yes,Low
Female,15,Rural,Secondary,42833,7.6,Yes,7,0,3,4,6,6,Yes,Yes,Yes,Low
Male,17,Urban,Secondary,39870,3.9,Yes,9,2,1,4,9,6,Yes,Yes,No,Medium
